											
Psalms	100	102:14		Psalms	100	101					
Numbers	21:1	21:16	Jeremiah	49:28	50:16	Psalms	119:1	119:40	2 Corinthians	12:16	13:14
Numbers	21:17	21:32	Jeremiah	50:17	50:43	Psalms	119:41	119:64	Galatians	1	
Numbers	21:33	22:12	Jeremiah	50:44	51:23	Psalms	119:65	119:96	Galatians	2	
Numbers	22:13	22:27	Jeremiah	51:24	51:48	Psalms	119:97	119:128	Galatians	3	
Numbers	22:28	22:41	Jeremiah	51:49	52:11	Psalms	119:129	119:160	Galatians	4	
Numbers	23:1	23:20	Jeremiah	52:12	52:34	Psalms	119:161	120	Galatians	5	
Numbers	23:21	24:6	Ezekiel	1		Psalms	121, 122	123, 124	Galatians	6	
Numbers	24:7	24:25	Ezekiel	2:1	3:19	Psalms	125, 126	127, 128	Ephesians	1	
Numbers	25		Ezekiel	3:20	4	Psalms	129, 130	131	Ephesians	2	
Numbers	26:1	26:11	Ezekiel	5		Psalms	132, 133	134	Ephesians	3	
Numbers	26:12	26:27	Ezekiel	6:1	7:14	Psalms	135	136	Ephesians	4:1	4:24
Numbers	26:28	26:47	Ezekiel	7:15	8:13	Psalms	137	138	Ephesians	4:25	5:21
Numbers	26:48	26:62	Ezekiel	8:14	10:5	Psalms	139		Ephesians	5:22	6
Numbers	26:63	27:11	Ezekiel	10:6	11:12	Psalms	140, 141	142	Philippians	1	
Numbers	27:12	28:8	Ezekiel	11:13	12:7	Psalms	143	144	Philippians	2	
Numbers	28:9	28:25	Ezekiel	12:8	13:9	Psalms	145		Philippians	3	
Numbers	28:26	29:6	Ezekiel	13:10	14:11	Psalms	146	147	Philippians	4	
Numbers	29:7	29:25	Ezekiel	14:12	16:7	Psalms	148, 149	150	Colossians	1	
Numbers	29:26	29:40	Ezekiel	16:8	16:34	Proverbs	1		Colossians	2	
Numbers	30		Ezekiel	16:35	16:58	Proverbs	2		Colossians	3	
Numbers	31:1	31:20	Ezekiel	16:59	17:21	Proverbs	3		Colossians	4	
Numbers	31:21	31:31	Ezekiel	17:22	18:23	Proverbs	4		1 Thesssalonians	1:1	2:12
Numbers	31:32	31:54	Ezekiel	18:24	20:7	Proverbs	5:1	6:5	1 Thesssalonians	2:13	3:10
Numbers	32:1	32:15	Ezekiel	20:8	20:29	Proverbs	6:6	6:35	1 Thesssalonians	3:11	4:18
Numbers	32:16	32:32	Ezekiel	20:30	21:7	Proverbs	7		1 Thesssalonians	5	
Numbers	32:33	33:5	Ezekiel	21:8	21:32	Proverbs	8		2 Thesssalonians	1:1	2:12
Numbers	33:6	33:30	Ezekiel	22		Proverbs	9:1	10:5	2 Thesssalonians	2:13	3
Numbers	33:31	33:56	Ezekiel	23:1	23:27	Proverbs	10:6	10:32	1 Timothy	1	
Numbers	34:1	34:12	Ezekiel	23:28	24:5	Proverbs	11		1 Timothy	2:1	3:13
Numbers	34:13	34:29	Ezekiel	24:6	25:7	Proverbs	12:1	12:21	1 Timothy	3:14	4
Numbers	35:1	35:19	Ezekiel	25:8	26:14	Proverbs	12:22	13:22	1 Timothy	5	
Numbers	35:20	35:34	Ezekiel	26:15	27:17	Proverbs	13:23	14:24	1 Timothy	6	
Numbers	36		Ezekiel	27:18	28:10	Proverbs	14:25	15:14	2 Timothy	1	
Deuteronomy	1:1	1:18	Ezekiel	28:11	29:7	Proverbs	15:15	16:9	2 Timothy	2	
Deuteronomy	1:19	1:33	Ezekiel	29:8	30:12	Proverbs	16:10	17:5	2 Timothy	3	
Deuteronomy	1:34	2:5	Ezekiel	30:13	31:14	Proverbs	17:6	18:5	2 Timothy	4	
Deuteronomy	2:6	2:15	Ezekiel	31:15	32:16	Proverbs	18:6	19:8	Titus	1:1	2:8
Deuteronomy	2:16	2:37	Ezekiel	32:17	33:9	Proverbs	19:9	20:6	Titus	2:9	3:15
Deuteronomy	3:1	3:14	Ezekiel	33:10	33:33	Proverbs	20:7	21:3	Philemon	0:1	0:25
Deuteronomy	3:15	3:29	Ezekiel	34		Proverbs	21:4	21:31	Hebrews	1:1	2:8
Deuteronomy	4:1	4:14	Ezekiel	35:1	36:5	Proverbs	22		Hebrews	2:9	3:11
Deuteronomy	4:15	4:27	Ezekiel	36:6	36:38	Proverbs	23:1	23:28	Hebrews	3:12	4:16
Deuteronomy	4:28	4:40	Ezekiel	37:1	37:22	Proverbs	23:29	24:22	Hebrews	5:1	6:8
Deuteronomy	4:41	5:10	Ezekiel	37:23	38:16	Proverbs	24:23	25:14	Hebrews	6:9	7:7
Deuteronomy	5:11	5:27	Ezekiel	38:17	39:22	Proverbs	25:15	26:12	Hebrews	7:8	7:28
Deuteronomy	5:28	6:9	Ezekiel	39:23	40:19	Proverbs	26:13	27:13	Hebrews	8:1	9:10
Deuteronomy	6:10	6:25	Ezekiel	40:20	40:43	Proverbs	27:14	28:11	Hebrews	9:11	9:28
Deuteronomy	7:1	7:11	Ezekiel	40:44	41:19	Proverbs	28:12	29:10	Hebrews	10:1	10:25
Deuteronomy	7:12	7:26	Ezekiel	41:20	42:20	Proverbs	29:11	30:9	Hebrews	10:26	11:7
Deuteronomy	8		Ezekiel	43:1	43:21	Proverbs	30:10	30:33	Hebrews	11:8	11:27
Deuteronomy	9:1	9:10	Ezekiel	43:22	44:16	Proverbs	31		Hebrews	11:28	12:10
Deuteronomy	9:11	9:24	Ezekiel	44:17	45:12	Ecclesiastes	1:1	2:11	Hebrews	12:11	12:29
Deuteronomy	9:25	10:9	Ezekiel	45:13	46:10	Ecclesiastes	2:12	2:26	Hebrews	13	
Deuteronomy	10:10	10:22	Ezekiel	46:11	47:5	Ecclesiastes	3		James	1	
Deuteronomy	11:1	11:17	Ezekiel	47:6	48:7	Ecclesiastes	4		James	2	
Deuteronomy	11:18	11:32	Ezekiel	48:8	48:35	Ecclesiastes	5		James	3	
Deuteronomy	12:1	12:16	Hosea	1:1	2:13	Ecclesiastes	6:1	7:7	James	4	
Deuteronomy	12:17	12:28	Hosea	2:14	4:11	Ecclesiastes	7:8	8:1	James	5	
Deuteronomy	12:29	13:11	Hosea	4:12	6:6	Ecclesiastes	8:2	9:3	1 Peter	1:1	1:21
Deuteronomy	13:12	14:8	Hosea	6:7	8:10	Ecclesiastes	9:4	10:1	1 Peter	1:22	2:17
Deuteronomy	14:9	14:27	Hosea	8:11	10:8	Ecclesiastes	10:2	11:6	1 Peter	2:18	3:12
Deuteronomy	14:28	15:11	Hosea	10:9	12:8	Ecclesiastes	11:7	12:14	1 Peter	3:13	4:11
Deuteronomy	15:12	15:23	Hosea	12:9	14:9	Song of Songs	1:1	2:7	1 Peter	4:12	5:14
Deuteronomy	16:1	16:15	Joel	1		Song of Songs	2:8	3	2 Peter	1:1	2:8
Deuteronomy	16:16	17:7	Joel	2:1	2:27	Song of Songs	4:1	5:8	2 Peter	2:9	2:22
Deuteronomy	17:8	17:20	Joel	2:28	3:21	Song of Songs	5:9	6:13	2 Peter	3	
Deuteronomy	18:1	18:14	Amos	1:1	2:5	Song of Songs	7	8	1 John	1:1	2:11
Deuteronomy	18:15	19:6	Amos	2:6	3:15	Lamentations	1:1	1:14	1 John	2:12	2:29
Deuteronomy	19:7	19:21	Amos	4:1	5:13	Lamentations	1:15	2:6	1 John	3	
Deuteronomy	20:1	20:14	Amos	5:14	6:11	Lamentations	2:7	2:19	1 John	4	
Deuteronomy	20:15	21:9	Amos	6:12	8:3	Lamentations	2:20	3:30	1 John	5	
Deuteronomy	21:10	21:23	Amos	8:4	9:15	Lamentations	3:31	3:66	2 & 3 John	0	0
Deuteronomy	22:1	22:17	Obadiah	1	21	Lamentations	4:1	4:17	Jude	0:1	0:13
Deuteronomy	22:18	22:30	Jonah	1	2	Lamentations	4:18	5:22	Jude	0:14	0:25
Deuteronomy	23:1	23:18	Jonah	3	4	Daniel	1	1:16	Revelation	1	
Deuteronomy	23:19	24:6	Micah	1:1	2:11	Daniel	1:17	2:13	Revelation	2:1	2:17
Deuteronomy	24:7	24:22	Micah	2:12	4:10	Daniel	2:14	2:28	Revelation	2:18	3:6
Deuteronomy	25:1	25:16	Micah	4:11	6:8	Daniel	2:29	2:45	Revelation	3:7	4:3
Deuteronomy	25:17	26:11	Micah	6:9	7:20	Daniel	2:46	3:12	Revelation	4:4	5:10
Deuteronomy	26:12	27:8	Nahum	1:1	2:12	Daniel	3:13	3:27	Revelation	5:11	6:11
Deuteronomy	27:9	27:26	Nahum	2:13	3:19	Daniel	3:28	4:12	Revelation	6:12	7:10
Deuteronomy	28:1	28:14	Habakkuk	1:1	2:11	Daniel	4:13	4:23	Revelation	7:11	8:11
Deuteronomy	28:15	28:29	Habakkuk	2:12	3:19	Daniel	4:24	4:37	Revelation	8:12	9:16
Deuteronomy	28:30	28:44	Zephaniah	1:1	2:7	Daniel	5:1	5:16	Revelation	9:17	10:11
Deuteronomy	28:45	28:57	Zephaniah	2:8	3:20	Daniel	5:17	5:31	Revelation	11	
Deuteronomy	28:58	29:1	Haggai	1:1	2:9	Daniel	6:1	6:17	Revelation	12	
Deuteronomy	29:2	29:18	Haggai	2:10	2:23	Daniel	6:18	6:28	Revelation	13	
Deuteronomy	29:19	29:29	Zechariah	1:1	2:9	Daniel	7:1	7:14	Revelation	14:1	14:16
Deuteronomy	30		Zechariah	2:10	4:14	Daniel	7:15	8:4	Revelation	14:17	16:6
Deuteronomy	31:1	31:13	Zechariah	5	6	Daniel	8:5	8:22	Revelation	16:7	16:21
Deuteronomy	31:14	31:23	Zechariah	7:1	8:13	Daniel	8:23	9:11	Revelation	17	
Deuteronomy	31:24	32:9	Zechariah	8:14	9:17	Daniel	9:12	9:25	Revelation	18:1	18:16
Deuteronomy	32:10	32:25	Zechariah	10:1	11:13	Daniel	9:26	10:14	Revelation	18:17	19:10
Deuteronomy	32:26	32:44	Zechariah	11:14	13:9	Daniel	10:15	11:8	Revelation	19:11	20:6
Deuteronomy	32:45	33:7	Zechariah	14		Daniel	11:9	11:24	Revelation	20:7	21:8
Deuteronomy	33:8	33:23	Malachi	1:1	2:12	Daniel	11:25	11:39	Revelation	21:9	21:27
Deuteronomy	33:24	34:12	Malachi	2:13	4:6	Daniel	11:40	12:13	Revelation	22	
